,Acceleration,Aggression,Agility,Balance,Ball Control,Composure,Crossing,Curve,Dribbling,FK Accuracy,Finishing,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Heading Accuracy,ID,Interceptions,Jumping,Long Passing,Long Shots,Marking,Penalties,Positioning,Reactions,Short Passing,Shot Power,Sliding Tackle,Sprint Speed,Stamina,Standing Tackle,Strength,Vision,Volleys
5810,76,54,58,67,70,65,28,34,66,29,69,11,8,15,9,13,68,218651,22,72,52,51,32,57,68,66,64,67,27,80,74,26,80,54,42
5811,72,70,74,64,73,68,65,65,74,42,58,12,13,14,11,5,58,229147,67,67,47,72,63,48,67,72,68,70,65,75,75,64,66,65,54
5812,65,59,72,76,73,75,60,67,67,47,41,7,12,6,8,10,65,229659,62,76,68,54,56,58,59,64,74,62,61,68,70,63,56,70,48
5813,88,57,83,83,68,65,54,67,68,64,69,6,10,11,12,8,54,232219,37,54,59,63,40,66,66,59,60,71,35,90,76,27,60,66,59
5814,71,70,68,61,55,58,53,49,49,42,43,11,8,16,9,8,68,190491,67,76,43,43,67,48,43,62,48,66,71,76,77,67,83,44,54
5815,86,47,86,72,74,62,53,72,74,54,70,11,10,10,11,11,42,216860,35,38,48,60,19,50,60,63,64,68,19,84,59,20,41,60,64
5816,63,74,64,64,66,76,58,51,58,61,48,10,16,15,8,15,62,108060,70,62,66,57,65,61,64,70,63,66,66,53,65,70,81,69,47
5817,55,74,48,55,42,65,32,24,35,35,18,13,7,9,13,7,72,239645,72,76,46,36,68,38,24,64,50,57,61,62,68,70,82,37,27
5818,69,71,62,60,70,56,68,54,68,42,40,16,12,10,11,12,71,194077,66,66,60,69,64,48,65,65,65,75,65,67,75,69,75,44,38
5819,74,47,72,67,66,64,59,59,65,54,67,7,8,13,11,8,65,202526,29,84,54,64,19,62,74,67,63,69,22,76,76,24,64,65,60
5820,73,43,72,73,68,65,64,60,70,61,68,10,11,6,13,6,64,208158,27,72,61,63,20,66,67,65,67,73,19,76,74,24,72,68,56
5821,64,80,58,58,62,55,58,59,58,46,35,16,7,12,16,9,65,224542,72,62,61,49,66,45,54,64,64,57,68,66,79,72,79,56,38
5822,66,83,57,64,52,59,46,48,48,35,24,12,10,15,6,10,65,193310,63,80,61,31,65,39,41,59,61,56,73,73,67,69,79,49,31
5823,77,84,70,79,65,67,68,58,68,41,58,13,8,9,7,14,60,198687,62,71,59,55,66,33,59,68,68,66,65,80,74,66,77,56,59
5824,50,71,58,59,51,63,33,22,44,26,36,12,15,7,13,8,65,148255,68,75,28,40,69,44,36,68,41,34,70,52,69,72,76,56,53
5825,57,73,59,67,71,70,70,67,68,72,63,13,14,12,12,8,63,216351,47,49,71,70,60,72,67,68,73,74,54,60,61,62,55,73,66
5826,60,69,73,73,72,56,61,33,59,41,51,14,11,12,13,8,52,231455,71,70,68,57,69,62,41,62,71,59,58,72,77,67,59,48,27
5827,70,65,72,68,71,64,59,46,62,42,46,7,13,7,13,12,62,215328,72,64,63,58,66,52,54,65,72,67,63,73,78,68,67,62,38
5828,69,69,58,60,53,63,38,26,44,28,19,12,9,12,7,13,68,218656,66,83,42,22,67,39,34,67,59,49,64,77,70,71,76,31,27
5829,52,69,54,35,54,64,47,39,43,35,28,6,11,10,15,15,70,219680,68,51,58,29,70,45,25,57,64,48,63,58,62,73,82,34,30
5830,75,55,63,62,68,40,70,33,53,43,35,7,7,7,14,14,59,241184,69,64,35,23,63,38,56,67,56,40,69,72,76,68,73,38,25
5831,74,68,70,67,67,63,35,37,53,44,69,6,14,14,13,12,77,193056,22,74,38,56,20,54,73,67,44,68,18,76,73,21,80,40,58
5832,90,68,83,86,66,63,62,51,72,52,67,14,13,10,11,11,44,202017,17,59,49,65,13,53,64,64,62,70,11,84,74,12,75,63,54
5833,53,71,45,48,29,62,22,28,29,23,17,6,9,14,9,13,72,235553,62,65,34,17,74,33,29,61,49,39,65,52,64,75,89,33,27
5834,74,58,77,63,70,69,52,72,70,65,68,16,13,13,9,9,57,190497,28,69,43,65,25,55,72,68,60,70,28,74,73,28,67,60,72
5835,82,76,61,43,61,55,63,37,62,24,25,13,13,8,10,8,60,218658,66,52,60,26,64,31,54,60,62,47,66,87,76,68,82,56,24
5836,76,45,70,69,73,70,62,53,71,39,61,6,10,6,12,7,41,223010,29,59,64,53,19,45,60,62,70,65,21,76,69,26,61,71,46
5837,66,69,63,60,70,67,55,69,68,72,67,8,8,12,7,13,64,234018,46,46,71,74,41,68,70,64,69,75,45,70,67,48,62,66,68
5838,78,75,83,80,75,63,70,84,73,78,61,11,7,10,13,8,55,188194,63,76,67,75,65,74,65,68,65,83,63,81,77,66,59,60,68
5839,58,15,70,48,14,31,30,34,22,14,12,72,68,62,74,64,20,193314,24,82,22,12,11,24,15,61,21,32,12,53,42,13,48,35,15
5840,62,83,69,64,64,55,46,58,59,60,53,9,10,8,13,12,65,221475,69,32,64,60,67,53,57,64,67,65,65,59,77,68,80,68,53
5841,69,65,70,70,69,68,66,59,65,65,39,7,12,13,7,12,54,229155,63,60,67,65,67,40,59,66,70,60,68,73,75,69,67,65,48
5842,68,51,75,74,67,72,70,58,68,50,52,7,14,12,13,11,55,234019,39,62,71,73,37,60,70,72,72,74,40,61,65,29,62,68,62
5843,54,21,53,56,15,41,10,11,16,14,13,69,66,67,67,69,13,187171,24,50,32,12,10,17,11,66,31,12,14,51,23,10,68,10,10
5844,79,45,81,82,74,78,63,64,70,67,73,7,12,14,10,14,54,190499,44,61,67,66,48,70,72,70,71,67,48,75,73,52,50,70,65
5845,61,76,55,56,58,65,36,36,52,32,42,6,11,14,15,9,68,209444,64,80,52,21,66,40,30,66,60,42,65,63,66,71,77,33,39
5846,83,44,86,80,65,65,42,38,63,35,69,12,12,16,11,14,67,198437,20,80,36,61,20,68,73,68,60,64,16,81,83,16,67,46,63
5847,71,62,56,55,65,52,52,28,46,17,25,10,13,7,9,12,64,200741,64,68,45,35,67,43,41,64,64,48,66,76,66,72,78,27,33
5848,20,19,17,19,19,15,16,14,16,15,12,68,67,65,69,72,15,220709,18,25,22,18,15,20,14,62,23,22,12,21,15,14,45,54,17
5849,28,44,40,62,26,64,20,19,13,10,12,65,73,72,69,66,9,166693,30,71,45,10,9,24,13,60,62,25,9,20,24,8,72,68,9
5850,60,68,50,54,57,61,38,21,51,23,30,14,8,16,10,11,73,209958,64,57,58,18,68,33,35,63,58,45,65,65,61,69,81,37,22
5851,54,72,61,56,52,70,40,33,50,35,56,13,9,7,10,9,75,234278,64,80,46,46,66,60,48,61,55,75,70,72,65,69,77,42,32
5852,75,42,84,68,69,67,67,79,71,70,64,12,12,10,16,9,38,204071,27,77,65,59,27,68,66,63,66,63,30,80,66,23,68,67,64
5853,65,62,67,78,68,71,73,75,70,70,63,9,16,15,11,13,52,206631,63,63,66,75,57,64,68,70,70,79,60,68,71,65,58,68,50
5854,81,68,73,75,72,70,69,63,67,49,54,13,14,12,11,7,45,178215,66,76,62,67,54,43,70,71,68,72,59,85,83,66,59,66,50
5855,43,25,50,40,24,32,15,20,20,13,16,71,67,65,68,73,16,205352,16,61,26,13,15,28,11,53,30,18,14,42,27,18,57,31,11
5856,60,74,60,68,69,62,42,27,62,25,23,10,9,13,6,7,66,220968,66,78,67,29,66,37,39,64,70,38,64,54,70,67,74,68,23
5857,76,80,72,69,62,67,57,64,61,59,67,6,16,10,7,10,68,176680,36,76,32,65,31,72,72,60,55,74,36,68,67,38,84,56,66
5858,66,71,64,88,72,71,68,71,66,68,57,8,16,10,8,6,54,177960,63,62,67,69,51,62,69,71,71,70,60,62,73,56,57,66,60
5859,61,75,65,67,70,69,60,73,66,65,69,10,16,14,14,16,59,206633,52,63,59,69,52,69,70,67,68,74,53,73,74,58,67,68,63
5860,77,56,70,73,64,58,38,38,58,30,24,8,11,15,14,13,67,208169,64,78,60,22,65,44,43,68,63,42,65,78,78,71,80,40,37
5861,49,28,37,40,35,44,21,20,20,9,15,72,66,71,61,73,15,224041,17,65,44,21,12,28,12,63,46,36,17,43,28,16,64,55,15
5862,66,73,68,57,68,67,52,67,59,54,61,14,6,6,9,8,52,200746,62,58,73,64,64,46,59,62,72,66,66,65,78,68,68,67,48
5863,89,32,84,86,69,61,63,66,71,67,66,15,15,10,11,7,53,214570,32,72,52,69,22,49,66,61,59,77,24,91,76,31,61,58,52
5864,83,61,76,69,68,70,71,62,70,34,33,8,7,15,7,8,57,221994,63,67,57,31,64,41,67,64,67,70,66,85,72,67,71,62,31
5865,42,78,49,51,48,66,37,32,42,31,26,14,9,6,11,7,70,239402,62,65,60,33,67,27,34,63,60,50,67,59,68,69,85,32,18
5866,63,77,63,62,64,67,46,47,59,42,49,12,12,10,8,13,58,210475,70,59,61,48,69,44,52,61,64,53,66,68,90,70,74,62,35
5867,75,61,57,63,54,66,54,33,59,38,40,10,14,10,15,10,64,234539,68,61,55,56,72,36,50,65,63,52,70,69,73,78,74,62,48
5868,82,65,84,80,68,60,68,71,67,72,68,15,11,15,15,7,51,194091,49,76,65,65,35,67,66,57,66,64,50,80,74,49,60,67,59
5869,69,75,73,73,64,69,62,62,63,56,51,12,9,14,6,11,56,203308,70,72,65,65,65,51,59,68,70,61,65,71,83,66,74,63,42
5870,72,74,72,63,69,56,54,59,64,60,63,8,9,9,13,11,54,207660,68,67,66,67,69,57,54,70,72,65,70,69,73,69,67,59,59
5871,71,68,68,62,70,65,65,60,66,65,56,14,7,12,10,13,65,214572,55,62,71,59,69,54,64,64,71,64,68,73,80,70,73,53,35
5872,69,65,66,64,66,54,64,63,58,62,64,16,10,15,14,12,77,189996,56,64,60,58,53,73,71,67,66,70,50,67,70,47,77,73,64
5873,74,83,75,71,64,67,72,64,66,63,67,15,8,6,10,11,71,209453,65,90,63,62,62,70,69,69,64,65,65,76,90,67,75,68,57
5874,65,69,74,58,70,71,62,64,61,71,50,11,14,9,7,14,61,157741,63,67,70,71,63,65,63,64,73,75,62,67,71,68,78,68,57
5875,58,70,69,67,65,63,47,45,64,43,68,11,11,11,11,9,74,176941,18,69,49,64,24,74,69,65,63,73,21,60,67,23,82,55,64
5876,88,49,84,83,63,60,66,49,68,54,72,6,11,16,8,10,60,194349,50,65,59,54,39,64,72,63,60,67,33,91,62,37,68,58,53
5877,78,73-4,79,48,70,69-1,45,63,72-1,51,67,13,9,10,10,9,67-2,197166,32,77,40,60,29,64,67-2,63-2,62-2,73,26,78,69,23,68-2,58-2,65
5878,52,77,63,67,64,68,54,34,47,58,57,10,7,12,11,15,72,155694,74,65,63,59,65,66,64,67,67,68,67,50,73,69,70,66,44
5879,76,60,74,77,62,70,68,70,60,75,46,7,12,15,6,8,61,159278,65,76,58,73,64,61,45,65,64,77,70,75,77,70,68,46,45
5880,64,83,72,60,64,49,43,60,59,51,43,16,10,16,10,7,52,174382,66,72,67,68,53,50,56,68,72,72,64,68,81,72,72,59,46
5881,77,76,72,79,70,69,63,46,62,46,52,8,10,13,12,6,63,212783,62,57,72,62,67,46,39,67,72,70,63,76,74,67,74,58,56
5882,56,70,60,62,43,48,35,26,31,28,33,12,7,14,14,11,71,192559,67,85,46,39,71,37,21,56,58,46,67,52,71,72,77,22,34
5883,37,73,33,53,64,73,35,48,50,31,72,14,12,13,9,12,74,45104,16,76,39,62,23,69,80,73,50,75,20,57,70,27,76,68,63
5884,76,72,71,80,67,74,71,46,64,53,58,16,11,10,15,13,42,139057,67,81,62,51,65,48,60,63,67,65,72,70,74,73,64,64,53
5885,72,59,69,77,68,57,44,53,69,44,62,12,9,14,13,9,72,212785,29,77,48,59,23,70,69,67,67,71,20,73,50,22,69,58,58
5886,63,68,45,69,50,61,75,62,63,40,52,15,8,10,7,19,62,230193,57,78,77,50,72,63,58,64,74,64,75,75,74,69,60,56,54
5887,68,42,71,55,71,60,74,77,68,76,71,8,13,11,13,6,68,233265,17,72,48,65,22,66,62,60,62,71,15,73,57,21,73,70,58
5888,48,40,37,54,22,25,18,14,14,13,15,67,69,71,69,68,14,205874,28,62,23,13,20,9,19,64,25,19,25,44,25,15,70,36,21
5889,73,56,84,73,75,67,67,72,70,70,67,14,7,10,7,9,60,211506,53,60,69,70,58,62,67,66,71,71,58,60,63,59,59,69,70
5890,74,55,70,84,53,73,72,46,50,31,75,12,10,18,12,14,58,230194,70,40,47,63,63,50,42,69,56,43,69,75,84,62,33,35,70
5891,79,66,63,68,72,70,67,57,73,48,70,9,6,14,5,11,51,239922,27,57,63,62,37,67,70,64,70,73,36,77,61,31,61,58,59
5892,90,69,75,68,64,63,74,56,66,48,54,10,13,13,16,10,59,203315,55,74,44,54,63,56,64,68,64,59,66,90,79,64,67,51,49
5893,68,71,58,61,68,67,46,41,56,49,50,14,14,10,15,14,55,216371,66,66,62,61,70,55,48,70,69,59,70,71,72,72,71,56,42
5894,57,49,67,70,73,59,75,76,71,72,65,12,11,7,6,11,52,171315,37,59,65,68,30,66,66,65,70,70,33,57,40,32,59,67,55
5895,77,53,79,73,70,70,71,64,74,65,57,11,6,8,8,10,51,198964,49,66,55,55,21,62,68,66,66,54,34,73,65,46,72,63,40
5896,71,68,76,60,73,65,70,69,74,48,58,8,12,10,15,14,58,226356,63,51,60,62,65,64,65,65,66,68,67,76,72,66,67,50,58
5897,80,55,90,94,70,63,70,74,70,60,64,16,8,6,13,15,40,228404,38,34,56,67,32,65,66,64,61,70,32,75,68,44,32,72,64
5898,67,75,50,65,71,72,44,51,70,44,51,13,14,8,8,15,71,206133,68,66,63,55,59,58,50,67,68,66,51,70,78,75,72,59,41
5899,69,79,75,69,72,66,54,50,68,40,58,11,14,12,9,13,62,213557,65,72,69,68,66,55,60,65,70,78,63,72,82,66,68,62,56
5900,59,66,75,54,63,60,53,39,54,43,49,14,11,15,9,11,64,217653,70,65,63,56,68,48,54,68,72,52,67,56,77,66,72,65,44
5901,72,71,70,68,53,62,48,33,39,32,24,11,9,11,6,11,74,193333,63,80,52,39,70,48,19,61,55,47,70,68,66,71,73,25,24
5902,48,18,30,32,18,45,16,13,20,12,13,71,66,63,67,72+1,12,207926,22,60,18,19,18,23,15,60,22,21,11,49,25,14,70,50,12
5903,78,38,67,65,69,61,61,67,75,68,73,8,8,14,8,10,67,241974,26,66,58,67,17,68,65,67,64,69,18,77,64,27,66,65,62
5904,72,64,60,63,69,59,67,53,64,44,45,9,11,7,12,12,67,222775,69,62,59,48,62,41,54,66,63,56,65,76,78,67,76,49,47
5905,67,64,63,61,62,66,68,73,63,67,46,9,15,7,12,9,58,187447,69,77,67,72,67,68,66,70,71,81,61,68,80,63,71,66,66
5906,77,66,71,76,70,72,72,69,69,54,37,13,13,11,7,7,53,202040,65,63,70,53,63,48,68,68,69,69,64,76,78,66,58,66,53
5907,54,75,46,48,56+7,70+8,36,26,35,19,23,15,16,12,9,15,70+3,208440,68+4,50,58+6,27,70+2,36,28,59,58+10,34,67,66,55,69+5,82,50+10,25
5908,69,70,57,66,72,68,61,50,67,70,70,8,14,10,13,12,43,212024,63,57,74,67,66,63,73,63,71,76,52,64,79,54,69,61,68
5909,74,42,75,71,71,56,60,61,75,40,67,15,7,9,7,12,41,216376,48,56,46,52,36,72,68,65,68,58,42,79,69,55,62,64,55
5910,34,70,42,42,50,63,37,29,40,30,24,16,13,14,13,11,77,222521,60,62,36,25,66,43,28,63,56,55,66,52,75,69,87,45,31
5911,69,62,64,63,56,62,20,60,39,28,21,15,10,14,8,5,66,233785,67,81,51,22,72,31,26,67,43,37,66,73,59,71,76,39,22
5912,81,42,77,84,68,59,66,66,66,36,62,12,9,11,14,8,41,239929,37,43,68,36,38,53,68,63,71,51,36,77,70,34,49,65,52
5913,85,59,77,53,69,76,65,74,72,58,66,10,12,15,11,9,56,241721,21,64,52,57,22,59,68,69,63,70,21,84,70,24,78,68,64
5914,76,62,57,57,68,59,77,66,67,43,50,10,8,10,9,9,44,201530,57,73,73,71,59,33,66,66,71,65,68,76,86,62,67,63,35
5915,43,74,31,55,55,63,48,49,39,53,32,15,12,8,14,6,70,159034,67,63,55,24,70,46,20,64,64,43,65,40,61,68,76,38,59
5916,53,83,60,67,67,74,48,56,58,64,54,10,16,6,13,10,69,165434,73,62,71,66,56,69,41,64,73,80,71,45,40,74,77,62,34
5917,66,70,64,69,69,64,64,56,72,51,37,12,11,6,15,11,54,162875,68,68,61,34,67,62,62,71,69,52,71,60,78,71,67,53,41
5918,66,42,65,62,73,73,45,58,72,44,65,10,12,10,13,11,67,229435,30,70,59,35,32,42,67,69,70,44,36,66,76,38,70,72,58
5919,71,71,59,56,67,68,76,75,68,71,52,8,11,11,9,7,58,239675,67,65,71,70,65,68,66,66,69,75,66,72,68,67,73,67,63
5920,78,66,66,72,71,61,51,53,66,67,55,9,6,9,7,9,59,240699,46,58,71,67,36,64,65,66,74,67,47,73,69,42,52,68,43
5921,51,64,77,78,63,68,55,64,60,48,75,9,8,13,15,15,78,199228,35,83,58,73,20,76,66,65,63,74,17,66,71,17,67,56,70
5922,45,39,31,33,31,44,20,29,19,8,18,70,70,67,65,77,15,204092,19,73,34,16,11,30,11,53,38,32,13,38,31,15,74,41,13
5923,63,64,64,60,69,66,67,57,64,55,67,13,10,13,12,14,61,210492,68,57,68,68,67,57,65,65,71,63,61,64,68,67,79,69,65
5924,89,67,71,90,69,55,66,64,69,64,63,7,8,10,12,14,70,221756,30,92,55,53,29,42,66,70,65,56,30,90,79,33,56,55,42
5925,54,37,50,44,24,41,17,22,22,15,16,70,65,74,66,72,10,229692,25,74,30,14,12,24,12,66,33,25,11,55,32,14,63,42,15
5926,74,40,76,72,69,71,66,62,67,60,57,8,10,7,12,16,45,230460,52,71,67,52,41,66,62,74,73,58,40,73,65,46,54,69,51
5927,79,63,61,54,63,59,63,43,67,38,66,9,14,9,11,13,66,199741,21,44,54,59,19,55,67,66,64,68,23,85,75,27,79,56,60
5928,67,75+1,46,54,63,65,26,22,59,25,23,13,15,14,9,13,73,211005,63+1,68,36,21,72,33,22,58,43,38,67+1,67,66,68,76,53,26
5929,32,22,36,50,21,33,11,15,11,16,8,68,69,46,70,68,10,149309,9,68,31,12,11,25,7,73,24,21,12,31,36,10,65,43,14
5930,85,65,80,50,69,65,58,55,70,53,69,6,11,14,12,6,54,229949,25,59,55,69,22,68,61,67,62,76,19,86,75,25,78,66,52
5931,54,59,51,40,60,62,32,27,41,30,38,6,14,7,13,12,72,206654,63,64,65,40,70,31,34,58,65,53,64,51,66,71,86,37,28
5932,79,39,93,95,73,52,66,53,76,55,54,14,8,13,13,9,55,202559,29,83,60,60,25,43,65,66,65,63,27,73,53,25,29,67,54
5933,68,65,69,58,66,64,43,56,64,61,71,7,13,15,8,15,65,223551,21,60,46,61,31,71,72,68,58,66,29,72,75,23,79,61,63
5934,79,40,84,84,70,66,70,50,72,40,68,7,11,14,15,7,40,231231,32,40,57,45,29,50,60,61,65,69,30,82,69,31,53,59,52
5935,46,70,45,49,61,63,28,19,30,16,24,10,13,14,13,6,71,204352,66,68,63,26,68,34,22,64,64,63,67,46,64,68,79,35,27
5936,25,32,25,27,16,24,15,13,20,25,12,65,71,71,66,69,12,158784,16,69,11,12,11,20,16,71,12,24,17,24,36,13,79,50,15
5937,73,67,71,70,61,60,74,48,49,57,43,14,7,16,12,14,51,197441,63,73,54,52,66,61,47,68,56,63,68,72,85,75,72,56,44
5938,77,67,68,71,64,53,73,77,68,66,52,16,8,8,14,13,44,222273,74,60,62,64,65,42,66+1,70,68,63,64,73,71,69-1,60,68,52
5939,68,57,71,69,68,69,68,65,67,68,64,7,12,15,7,13,63,197954,63,58,63,68,52,64,69,66,68,71,33,61,78,43,68,71,71
5940,70,40,72,75,69,62,59,43,75,40,62,5,11,9,14,6,39,232514,26,55,63,73,32,41,71,65,65,63,36,72,67,30,65,75,43
5941,55,26,47,48,27,41,19,15,22,20,19,69,67,72,68,70,14,209987,18,64,30,13,17,26,17,65,32,30,18,50,40,16,78,43,14
5942,79,40,78,78,71,67,61,66,74,57,64,15,8,12,12,7,52,159043,32,77,58,57,12,62,67,64,64,65,22,79,51,23,46,68,58
5943,69,59,55,44,72,62,55,65,67,47,68,7,15,9,15,10,67,205892,35,54,60,60,32,55,68,62,67,62,38,68,68,42,82,61,63
5944,63,57,46,55,52,55,28,26,33,30,30,6,6,6,10,11,68,232004,75,75,47,33,70,36,22,63,58,40,66,51,65,74,74,30,29
5945,70,63,73,72,69,70,73,69,68,59,68,15,13,9,16,16,55,193860,49,46,65,59,50,58,65,63,68,73,54,74,72,46,69,59,63
5946,40,36,37,52,23,54,18,14,20,13,17,67,70,58,67,72,15,213573,22,56,32,16,13,24,15,68,35,20,15,43,33,16,57,28,21
5947,77,77,78,81,65,59,65,72,72,51,61,7,12,7,6,12,44,231493,49,63,59,65,61,58,66,71,71,55,59,69,67,63,64,68,48
5948,74,85,80,70,60,64,65,55,53,50,42,6,10,6,10,11,57,171077,69,84,63,39,67,47,52,68,56,65,74,76,74,71,76,47,53
5949,46,74,52,47,46,68,28,20,42,15,18,11,10,9,7,5,73,183365,70,70,52,18,69,18,20,68,48,25,69,46,68,69,77,38,16
5950,33,29,31,48,17,28,10,11,11,12,8,69,69,65,71,72,12,234054,6,67,21,9,5,18,5,54,23,15,11,26,32,12,56,25,8
5951,72,63,74,62,71,70,66,53,69,42,47,5,11,7,11,6,61,186950,61,78,61,61,65,48,61,65,66,58,66,78,84,64,79,59,46
5952,67,69,62,62,34,64,42,26,28,29,40,10,8,6,12,8,70,192070,68,90,53,23,69,25,30,58,41,52,72,71,65,73,74,39,17
5953,59,75,45,41,55,52,28,36,42,38,30,13,16,11,12,9,71,193350,65,69,44,32,67,43,26,65,59,50,65,62,61,70,73,35,19
5954,61,73,64,69,69,68,54,57,57,41,43,9,9,11,8,9,58,207943,67,82,67,53,67,52,48,65,71,62,61,60,73,67,68,59,42
5955,78,71,70,83,71,65,53,49,65,41,46,11,10,11,16,15,50,209223,62,47,63,58,67,44,59,72,72,55,60,73,86,64,60,64,42
5956,79,55,77,65,71,65,66,67,73,51,64,12,14,9,14,12,42,237895,33,42,52,69,23,64,62,56,67,73,28,82,81,33,58,65,43
5957,66,72,57,62,63,62,35,35,41,16,37,9,16,7,11,11,73,203848,71,78,62,21,71,56,48,67,65,35,67,68,73,71,77,64,21
5958,74,52,68,31,63,52,27,46,63,40,71,6,7,8,15,16,76,204104,34,69,37,58,12,49,74,64,57,60,11,75,72,11,75,56,40
5959,31,75,45,45,45,70,40,25,35,50,45,6,10,12,12,15,77,214600,65,52,55,24,72,45,30,71,53,59,65,47,47,67,80,35,27
5960,47,74,59,58,57,64,25,32,41,51,36,16,8,11,12,13,72,153160,65,58,33,47,71,77,26,66,56,74,70,46,53,70,75,48,19
5961,72,74,82,76,75,75,67,68,74,69,54,9,15,7,9,5,59,234568,67,69,63,55,62,60,70,73,68,72,64,76,74,67,67,66,63
5962,82,60,80,73,64,64,63,41,71,42,71,14,7,6,8,15,50,234824,10,66,59,62,24,68,69,67,61,76,17,84,69,22,65,65,64
5963,55,26,62,65,14,29,15,11,11,15,13,70,69,69,68,68,16,187208,25,75,30,13,14,15,16,65,27,12,13,43,30,12,68,39,11
5964,53,59,34,31,65,64,55,54,55,53,68,7,5,13,10,8,81,192840,30,62,43,60,18,66,69,68,60,72,20,54,71,22,92,46,64
5965,78,51,66,77,71,62,71,68,71,71,70,10,11,10,16,8,67,203593,60,61,70,66,53,65,64,61,77,70,62,75,72,56,64,63,66
5966,76,36,78,78,70,63,66,46,69,48,64,12,15,10,7,13,58,205641,19,34,59,59,13,63,66,67,67,65,18,81,69,18,57,65,64
5967,57,67,50,50,66,68,56,45,67,60,73,11,9,14,8,14,63,213321,48,64,45,69,35,75,72,64,58,71,36,67,64,38,83,49,70
5968,57,61,41,55,48,58,31,24,60,30,26,14,14,6,7,12,68,220489,64,74,48,27,70,29,30,58,58,36,77,60,61,75,75,38,22
5969,42,31,33,37,25,38,19,13,13,8,9,72,68,66,63,70,20,205386,18,57,26,9,18,16,11,67,29,19,14,43,30,16,68,37,12
5970,79,80,81+2,80,65,69,68,62,63,55,47,8,10,15,12,6,42,219466,67+1,75,60+1,49,62,39,62+3,64,64,46,66,78,85,69,47,61,30
5971,85,72,90,80,71,68,76,73,68,71,58,7,9,8,12,10,49,173130,65,60,68,69,51,70,65,65,71,54,46,85,75,49,58,72,67
5972,74,78,48,38,65,63,57,64,66,42,30,11,9,12,13,13,54,208459,68,32,69,36,72,44,59,67,66,61,68,76,80,70,88,52,39
5973,48,20,63,51,24,29,20,10,13,14,15,75,63,64,68,72,16,209483,16,69,23,14,12,21,12,62,24,18,12,48,30,16,45,31,16
5974,85,56,91,72,69,60,62,66,68,42,67,8,11,12,13,9,48,182091,38,58,46,62,26,57,67,64,61,65,22,87,85,29,58,66,65
5975,46,24,57,54,24,22,11,13,15,18,15,70,67,68,70,72,17,190283,27,70,30,14,12,15,12,58,20,17,20,51,32,13,61,18,11
5976,63,70,48,49,52,69,34,27,34,23,23,11,11,7,10,12,75,202060,68,79,53,48,65,44,31,59,52,46,67,66,75,68,82,25,49
5977,42,38,47,55,15,45,15,11,13,18,14,64,69,66,70,67,13,177996,22,72,40,12,17,16,14,72,45,23,17,37,38,13,67,46,14
5978,45,19,39,59,15,23,15,13,15,18,20,71,64,64,68,69,15,211021,23,59,27,15,16,15,20,68,24,21,13,46,38,17,45,50,17
5979,66,77,45,36,66,66,74,62,61,57,35,16,7,6,8,16,45,177741,70,60,65,59,61,39,51,72,67,60,70,68,81,59,70,58,53
5980,31,75,43,60,48,58,48,49,42,60,28,9,11,7,16,6,75,152910,68,72,60,42,70,48,46,64,56,64,65,31,46,68,75,42,38
5981,54,76,48,41,71,55,68,60,64,49,61,8,13,14,15,8,78,219470,69,80,66,67,74,57,70,75,62,76,69,60,83,68,92,66,55
5982,75,52,74,74,69,62,69,65,74,58,64,8,14,11,14,6,38,229966,30,60,65,67,28,57,65,61,68,64,35,78,59,37,49,60,54
5983,62,68,57,59,66,57,69,62,61,34,26,10,12,7,7,7,65,232526,66,64,65,36,65,42,47,65,64,45,68,72,79,67,72,45,33
5984,73,77,70,63,69,73,69,67,67,28,42,10,6,10,6,8,65,234574,68,64,45,59,64,36,68,74,65,76,64,77,70,68,71,54,44
5985,78,73,79,83,64,74,67,67,67,58,66,14,14,13,10,14,46,174670,43,70,57,67,43,67,70,64,66,72,46,78,87,41,76,66,65
5986,57,76,61,70,64,68,48,64,61,61,75,9,7,15,9,10,57,49486,39,76,64,57,24,68,75,66,48,78,19,66,55,23,77,46,67
5987,66,77,62,60,62,65,58,64,49,67,60,8,7,12,8,7,67,212047,70,62,64,73,72,61,66,66,68,76,65,66,69,71,76,63,42
5988,72,53,72,73,65,40,69,46,63,50,18,15,12,8,13,6,61,196688,66,43,53,49,68,43,59,63,59,59,75,68,67,74,55,48,31
5989,74,84,80,82,66,73,70,65,67,58,40,3,3,3,3,3,41,151376,67,87,62,62,69,55,49,70,61,70,67,68,83,66,68,58,55
5990,71,56,74,67,81,52,56,63,80,60,63,7,12,13,8,13,61,236624,49,55,59,59,52,53,62,58,65,63,55,70,63,54,67,64,50
5991,84,70,80,84,66,51,61,56,69,44,66,6,5,6,8,5,64,189776,12,79,60,61,16,33,64,64,67,63,18,82,74,16,61,68,55
5992,40,74,67,68,72,64,63,45,59,51,35,6,13,11,14,7,61,229201,68,75,74,57,74,57,54,65,79,51,49,71,81,72,75,56,33
5993,78,31,57,60,70,59,58,54,74,37,69,12,7,11,14,12,54,239953,14,72,47,66,19,72,73,62,58,65,18,84,58,20,66,58,58
5994,58,46,68,71,69,71,61,71,66,60,55,10,9,6,8,11,63,179537,62,68,69,71,49,71,67,68,72,77,53,52,77,55,76,68,67
