,Unnamed: 0,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Position
4092,4092,169600,D. Simpson,31,https://cdn.sofifa.org/players/4/19/169600.png,England,https://cdn.sofifa.org/flags/14.png,73,73,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,€2.6M,€42K,1813,RB
4093,4093,178090,D. Biseswar,30,https://cdn.sofifa.org/players/4/19/178090.png,Netherlands,https://cdn.sofifa.org/flags/34.png,75,75,PAOK,https://cdn.sofifa.org/teams/2/light/393.png,€6.5M,€1K,1835,CAM|LM
4094,4094,184777,E. Herrera,29,https://cdn.sofifa.org/players/4/19/184777.png,Mexico,https://cdn.sofifa.org/flags/83.png,68,68,Club Necaxa,https://cdn.sofifa.org/teams/2/light/101121.png,€900K,€22K,1666,ST|On Loan
4095,4095,172837,E. Alfonso,30,https://cdn.sofifa.org/players/4/19/172837.png,Italy,https://cdn.sofifa.org/flags/27.png,71,71,Brescia,https://cdn.sofifa.org/teams/2/light/190.png,€1.5M,€3K,1276,GK
4096,4096,179972,E. Derdiyok,30,https://cdn.sofifa.org/players/4/19/179972.png,Switzerland,https://cdn.sofifa.org/flags/47.png,72,72,Galatasaray SK,https://cdn.sofifa.org/teams/2/light/325.png,€3M,€38K,1702,ST
4097,4097,141645,E. Abidal,34,https://cdn.sofifa.org/players/4/15/141645.png,France,https://cdn.sofifa.org/flags/18.png,75,75,Olympiacos CFP,https://cdn.sofifa.org/teams/2/light/280.png,€1M,€30K,1696,FIFA 15|CB|LB
4098,4098,177019,F. Lustenberger,30,https://cdn.sofifa.org/players/4/19/177019.png,Switzerland,https://cdn.sofifa.org/flags/47.png,77,77,Hertha BSC,https://cdn.sofifa.org/teams/2/light/166.png,€6.5M,€26K,1749,CB|CDM
4099,4099,178418,F. Peluso,34,https://cdn.sofifa.org/players/4/19/178418.png,Italy,https://cdn.sofifa.org/flags/27.png,73,73,Sassuolo,https://cdn.sofifa.org/teams/2/light/111974.png,€1.2M,€34K,1720,CB|LB
4100,4100,170159,F. Bastians,30,https://cdn.sofifa.org/players/4/19/170159.png,Germany,https://cdn.sofifa.org/flags/21.png,74,74,Tianjin TEDA FC,https://cdn.sofifa.org/teams/2/light/111774.png,€4.2M,€13K,1939,CB|LB
4101,4101,165517,F. Gago,32,https://cdn.sofifa.org/players/4/19/165517.png,Argentina,https://cdn.sofifa.org/flags/52.png,77,77,Boca Juniors,https://cdn.sofifa.org/teams/2/light/1877.png,€6.5M,€24K,1983,CM|CDM
4102,4102,152454,G. Evans,30,https://cdn.sofifa.org/players/4/19/152454.png,England,https://cdn.sofifa.org/flags/14.png,66,66,Portsmouth,https://cdn.sofifa.org/teams/2/light/1790.png,€600K,€4K,1917,CAM|RM|RB
4103,4103,180714,Guilherme,32,https://cdn.sofifa.org/players/4/19/180714.png,Russia,https://cdn.sofifa.org/flags/40.png,78,78,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,€6M,€1K,1199,GK
4104,4104,152514,J. Puncheon,32,https://cdn.sofifa.org/players/4/19/152514.png,England,https://cdn.sofifa.org/flags/14.png,72,72,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,€2.4M,€35K,1960,CM|LM|On Loan
4105,4105,158851,J. Beausejour,34,https://cdn.sofifa.org/players/4/19/158851.png,Chile,https://cdn.sofifa.org/flags/55.png,73,73,Universidad de Chile,https://cdn.sofifa.org/teams/2/light/15029.png,€1.1M,€10K,2036,LB
4106,4106,179855,J. Beckford,34,https://cdn.sofifa.org/players/4/19/179855.png,Jamaica,https://cdn.sofifa.org/flags/82.png,65,65,Bury,https://cdn.sofifa.org/teams/2/light/1945.png,€280K,€5K,1587,ST
4107,4107,165190,J. Ledley,31,https://cdn.sofifa.org/players/4/19/165190.png,Wales,https://cdn.sofifa.org/flags/50.png,72,72,,https://cdn.sofifa.org/flags/50.png,€0,€0,1940,CDM
4108,4108,183546,J. Hogg,29,https://cdn.sofifa.org/players/4/19/183546.png,England,https://cdn.sofifa.org/flags/14.png,75,75,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,€5M,€40K,1876,CDM|CM
4109,4109,168621,Zeca,29,https://cdn.sofifa.org/players/4/19/168621.png,Greece,https://cdn.sofifa.org/flags/22.png,75,75,FC København,https://cdn.sofifa.org/teams/2/light/819.png,€6.5M,€21K,2016,CM
4110,4110,162329,K. El Ahmadi,33,https://cdn.sofifa.org/players/4/19/162329.png,Morocco,https://cdn.sofifa.org/flags/129.png,77,77,Al Ittihad,https://cdn.sofifa.org/teams/2/light/607.png,€3.6M,€35K,2017,CDM|CM
4111,4111,176048,K. Kamara,33,https://cdn.sofifa.org/players/4/19/176048.png,Sierra Leone,https://cdn.sofifa.org/flags/138.png,74,74,Colorado Rapids,https://cdn.sofifa.org/teams/2/light/694.png,€3.5M,€9K,1833,ST
4112,4112,178051,L. Deaux,29,https://cdn.sofifa.org/players/4/19/178051.png,France,https://cdn.sofifa.org/flags/18.png,75,75,En Avant de Guingamp,https://cdn.sofifa.org/teams/2/light/62.png,€5M,€21K,1832,CDM|CM
4113,4113,179820,L. Robles,34,https://cdn.sofifa.org/players/4/19/179820.png,United States,https://cdn.sofifa.org/flags/95.png,74,74,New York Red Bulls,https://cdn.sofifa.org/teams/2/light/689.png,€2.3M,€6K,1185,GK
4114,4114,176841,L. Jutkiewicz,29,https://cdn.sofifa.org/players/4/19/176841.png,England,https://cdn.sofifa.org/flags/14.png,71,71,Birmingham City,https://cdn.sofifa.org/teams/2/light/88.png,€2.4M,€21K,1800,ST
4115,4115,177533,Manuel da Costa,32,https://cdn.sofifa.org/players/4/19/177533.png,Morocco,https://cdn.sofifa.org/flags/129.png,75,75,Al Ittihad,https://cdn.sofifa.org/teams/2/light/607.png,€3.8M,€32K,1635,CB|CDM
4116,4116,181375,M. Martins,31,https://cdn.sofifa.org/players/4/19/181375.png,Bolivia,https://cdn.sofifa.org/flags/53.png,72,72,,https://cdn.sofifa.org/flags/53.png,€0,€0,1777,ST
4117,4117,155984,Markel Bergara,32,https://cdn.sofifa.org/players/4/19/155984.png,Spain,https://cdn.sofifa.org/flags/45.png,76,76,Getafe CF,https://cdn.sofifa.org/teams/2/light/1860.png,€4.4M,€21K,1929,CDM|CM
4118,4118,156722,M. Flamini,34,https://cdn.sofifa.org/players/4/19/156722.png,France,https://cdn.sofifa.org/flags/18.png,75,75,Getafe CF,https://cdn.sofifa.org/teams/2/light/1860.png,€2M,€20K,1936,CDM
4119,4119,164435,M. Boussoufa,33,https://cdn.sofifa.org/players/4/19/164435.png,Morocco,https://cdn.sofifa.org/flags/129.png,78,78,Al Shabab,https://cdn.sofifa.org/teams/2/light/111674.png,€6.5M,€37K,1967,CAM|RM|LM
4120,4120,173815,M. Bostwick,30,https://cdn.sofifa.org/players/4/19/173815.png,England,https://cdn.sofifa.org/flags/14.png,68,68,Lincoln City,https://cdn.sofifa.org/teams/2/light/149.png,€675K,€8K,1674,CB
4121,4121,163201,M. McGovern,33,https://cdn.sofifa.org/players/4/19/163201.png,Northern Ireland,https://cdn.sofifa.org/flags/35.png,68,68,Norwich City,https://cdn.sofifa.org/teams/2/light/1792.png,€450K,€8K,997,GK
4122,4122,176942,M. Lustig,31,https://cdn.sofifa.org/players/4/19/176942.png,Sweden,https://cdn.sofifa.org/flags/46.png,70,70,Celtic,https://cdn.sofifa.org/teams/2/light/78.png,€1.2M,€24K,1810,RB|CB
4123,4123,179560,M. Sulejmani,29,https://cdn.sofifa.org/players/4/19/179560.png,Serbia,https://cdn.sofifa.org/flags/51.png,78,78,BSC Young Boys,https://cdn.sofifa.org/teams/2/light/900.png,€10M,€27K,1903,LM
4124,4124,157393,M. Sissoko,33,https://cdn.sofifa.org/players/4/19/157393.png,Mali,https://cdn.sofifa.org/flags/126.png,68,68,FC Sochaux-Montbéliard,https://cdn.sofifa.org/teams/2/light/226.png,€375K,€3K,1757,CDM|CM
4125,4125,143809,M. Demir,26,https://cdn.sofifa.org/players/4/19/143809.png,Turkey,https://cdn.sofifa.org/flags/48.png,71,71,Sivasspor,https://cdn.sofifa.org/teams/2/light/101041.png,€2.6M,€11K,1883,ST|CAM
4126,4126,177525,N. Dirar,32,https://cdn.sofifa.org/players/4/19/177525.png,Morocco,https://cdn.sofifa.org/flags/129.png,75,75,Fenerbahçe SK,https://cdn.sofifa.org/teams/2/light/326.png,€5M,€53K,1941,RM
4127,4127,178535,P. Osvaldo,29,https://cdn.sofifa.org/players/4/16/178535.png,Italy,https://cdn.sofifa.org/flags/27.png,77,77,Boca Juniors,https://cdn.sofifa.org/teams/2/light/1877.png,€7M,€60K,1862,FIFA 16|ST
4128,4128,162926,P. Gallagher,33,https://cdn.sofifa.org/players/4/19/162926.png,Scotland,https://cdn.sofifa.org/flags/42.png,71,71,Preston North End,https://cdn.sofifa.org/teams/2/light/1801.png,€1.4M,€10K,1868,CM|CDM
4129,4129,140620,R. Klavan,32,https://cdn.sofifa.org/players/4/19/140620.png,Estonia,https://cdn.sofifa.org/flags/208.png,77,77,Cagliari,https://cdn.sofifa.org/teams/2/light/1842.png,€5M,€30K,1754,CB
4130,4130,167599,R. Elm,30,https://cdn.sofifa.org/players/4/19/167599.png,Sweden,https://cdn.sofifa.org/flags/46.png,72,72,Kalmar FF,https://cdn.sofifa.org/teams/2/light/1439.png,€2.9M,€4K,1920,CM
4131,4131,156142,R. Eremenko,31,https://cdn.sofifa.org/players/4/19/156142.png,Finland,https://cdn.sofifa.org/flags/17.png,78,78,Spartak Moscow,https://cdn.sofifa.org/teams/2/light/100767.png,€9M,€1K,2010,CAM
4132,4132,176994,R. Gurtner,31,https://cdn.sofifa.org/players/4/19/176994.png,France,https://cdn.sofifa.org/flags/18.png,77,77,Amiens SC,https://cdn.sofifa.org/teams/2/light/1816.png,€5.5M,€15K,1112,GK
4133,4133,169708,S. Hutchinson,28,https://cdn.sofifa.org/players/4/19/169708.png,England,https://cdn.sofifa.org/flags/14.png,72,72,Sheffield Wednesday,https://cdn.sofifa.org/teams/2/light/1807.png,€2.5M,€20K,1827,CDM|CM|CB
4134,4134,177578,S. Prödl,31,https://cdn.sofifa.org/players/4/19/177578.png,Austria,https://cdn.sofifa.org/flags/4.png,74,74,Watford,https://cdn.sofifa.org/teams/2/light/1795.png,€3.8M,€39K,1419,CB
4135,4135,176009,S. Kums,30,https://cdn.sofifa.org/players/4/19/176009.png,Belgium,https://cdn.sofifa.org/flags/7.png,76,76,RSC Anderlecht,https://cdn.sofifa.org/teams/2/light/229.png,€7M,€20K,2053,CM|CDM
4136,4136,177475,T. Sippel,30,https://cdn.sofifa.org/players/4/19/177475.png,Germany,https://cdn.sofifa.org/flags/21.png,74,74,Borussia Mönchengladbach,https://cdn.sofifa.org/teams/2/light/23.png,€3.6M,€17K,1151,GK
4137,4137,183940,V. Anita,29,https://cdn.sofifa.org/players/4/19/183940.png,Netherlands,https://cdn.sofifa.org/flags/34.png,69,69,Willem II,https://cdn.sofifa.org/teams/2/light/1907.png,€825K,€19K,1849,CDM|RB|LB|On Loan
4138,4138,153296,Y. Gourcuff,31,https://cdn.sofifa.org/players/4/19/153296.png,France,https://cdn.sofifa.org/flags/18.png,74,74,Dijon FCO,https://cdn.sofifa.org/teams/2/light/110569.png,€4.9M,€14K,1899,CAM|ST
4139,4139,179752,O. Cardozo,35,https://cdn.sofifa.org/players/4/19/179752.png,Paraguay,https://cdn.sofifa.org/flags/58.png,75,75,,https://cdn.sofifa.org/flags/58.png,€0,€0,1707,ST
4140,4140,247884,A. Jusino,25,https://cdn.sofifa.org/players/4/19/247884.png,Bolivia,https://cdn.sofifa.org/flags/53.png,63,66,,https://cdn.sofifa.org/flags/53.png,€0,€0,1279,CB
4141,4141,246732,A. Loba,20,https://cdn.sofifa.org/players/4/19/246732.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,67,77,Querétaro,https://cdn.sofifa.org/teams/2/light/110150.png,€1.3M,€3K,1573,ST
4142,4142,246010,Álex Cobo,22,https://cdn.sofifa.org/players/4/19/246010.png,Spain,https://cdn.sofifa.org/flags/45.png,66,74,Deportivo de La Coruña,https://cdn.sofifa.org/teams/2/light/242.png,€700K,€2K,1149,GK
4143,4143,246565,B. Diakité,17,https://cdn.sofifa.org/players/4/19/246565.png,France,https://cdn.sofifa.org/flags/18.png,63,74,Toulouse Football Club,https://cdn.sofifa.org/teams/2/light/1809.png,€475K,€2K,1560,RB|RWB
4144,4144,243728,B. Kirdar,16,https://cdn.sofifa.org/players/4/19/243728.png,Australia,https://cdn.sofifa.org/flags/195.png,55,78,Melbourne Victory,https://cdn.sofifa.org/teams/2/light/111397.png,€190K,€1K,1368,CAM
4145,4145,247352,B. Palmezano,17,https://cdn.sofifa.org/players/4/19/247352.png,Venezuela,https://cdn.sofifa.org/flags/61.png,56,77,CD Huachipato,https://cdn.sofifa.org/teams/2/light/111327.png,€200K,€1K,1421,CAM
4146,4146,243456,B. White,22,https://cdn.sofifa.org/players/4/19/243456.png,United States,https://cdn.sofifa.org/flags/95.png,66,73,New York Red Bulls,https://cdn.sofifa.org/teams/2/light/689.png,€925K,€3K,1715,ST|LW
4147,4147,246604,C. Kelman,16,https://cdn.sofifa.org/players/4/19/246604.png,United States,https://cdn.sofifa.org/flags/95.png,54,76,Southend United,https://cdn.sofifa.org/teams/2/light/1954.png,€150K,€1K,1379,ST
4148,4148,242598,D. Lajud,19,https://cdn.sofifa.org/players/4/19/242598.png,Mexico,https://cdn.sofifa.org/flags/83.png,64,75,Querétaro,https://cdn.sofifa.org/teams/2/light/110150.png,€750K,€5K,1594,ST|On Loan
4149,4149,243397,Daniel Rebollo,18,https://cdn.sofifa.org/players/4/19/243397.png,Spain,https://cdn.sofifa.org/flags/45.png,60,74,Real Betis,https://cdn.sofifa.org/teams/2/light/449.png,€350K,€1K,949,GK
4150,4150,244025,D. Osei Yaw,19,https://cdn.sofifa.org/players/4/19/244025.png,France,https://cdn.sofifa.org/flags/18.png,64,75,Stade Brestois 29,https://cdn.sofifa.org/teams/2/light/378.png,€750K,€1K,1590,RW|LW|ST
4151,4151,243907,D. Koita,18,https://cdn.sofifa.org/players/4/19/243907.png,France,https://cdn.sofifa.org/flags/18.png,68,79,En Avant de Guingamp,https://cdn.sofifa.org/teams/2/light/62.png,€1.2M,€4K,1631,CB
4152,4152,242216,F. Varela,22,https://cdn.sofifa.org/players/4/19/242216.png,Argentina,https://cdn.sofifa.org/flags/52.png,69,78,CF Rayo Majadahonda,https://cdn.sofifa.org/teams/2/light/110066.png,€1.6M,€5K,1817,CM|CAM|On Loan
4153,4153,242342,G. Lódico,20,https://cdn.sofifa.org/players/4/19/242342.png,Argentina,https://cdn.sofifa.org/flags/52.png,68,80,Club Atlético Lanús,https://cdn.sofifa.org/teams/2/light/110395.png,€1.6M,€6K,1830,CM
4154,4154,244182,G. Arabidze,20,https://cdn.sofifa.org/players/4/19/244182.png,Georgia,https://cdn.sofifa.org/flags/20.png,68,80,CD Nacional,https://cdn.sofifa.org/teams/2/light/1891.png,€1.6M,€4K,1672,RW
4155,4155,246708,G. Masouras,24,https://cdn.sofifa.org/players/4/19/246708.png,Greece,https://cdn.sofifa.org/flags/22.png,73,76,Olympiacos CFP,https://cdn.sofifa.org/teams/2/light/280.png,€5M,€1K,1852,RM|LM|CAM
4156,4156,245870,H. Hassan,16,https://cdn.sofifa.org/players/4/19/245870.png,France,https://cdn.sofifa.org/flags/18.png,56,76,La Berrichonne de Châteauroux,https://cdn.sofifa.org/teams/2/light/212.png,€180K,€1K,1408,LW
4157,4157,244599,H. Guenouche,18,https://cdn.sofifa.org/players/4/19/244599.png,France,https://cdn.sofifa.org/flags/18.png,57,75,FC Zürich,https://cdn.sofifa.org/teams/2/light/894.png,€190K,€1K,1475,LB
4158,4158,244397,H. Geelmuyden,16,https://cdn.sofifa.org/players/4/19/244397.png,Norway,https://cdn.sofifa.org/flags/36.png,54,77,Stabæk Fotball,https://cdn.sofifa.org/teams/2/light/917.png,€150K,€1K,1342,ST
4159,4159,246787,Hugo,18,https://cdn.sofifa.org/players/4/19/246787.png,Spain,https://cdn.sofifa.org/flags/45.png,65,79,Málaga CF,https://cdn.sofifa.org/teams/2/light/573.png,€1.1M,€1K,1615,RM
4160,4160,244558,I. Domínguez,18,https://cdn.sofifa.org/players/4/19/244558.png,Mexico,https://cdn.sofifa.org/flags/83.png,59,76,U.N.A.M.,https://cdn.sofifa.org/teams/2/light/1881.png,€290K,€1K,1490,LB
4161,4161,242410,De Nova,21,https://cdn.sofifa.org/players/4/19/242410.png,Spain,https://cdn.sofifa.org/flags/45.png,64,71,Gimnàstic de Tarragona,https://cdn.sofifa.org/teams/2/light/15019.png,€550K,€2K,1698,LB|CB
4162,4162,244692,J. Christensen,17,https://cdn.sofifa.org/players/4/19/244692.png,Denmark,https://cdn.sofifa.org/flags/13.png,61,76,FC Nordsjælland,https://cdn.sofifa.org/teams/2/light/1788.png,€500K,€1K,1607,CM
4163,4163,241164,J. Kübler,19,https://cdn.sofifa.org/players/4/19/241164.png,Germany,https://cdn.sofifa.org/flags/21.png,61,78,FC Carl Zeiss Jena,https://cdn.sofifa.org/teams/2/light/110591.png,€525K,€1K,1636,CM
4164,4164,246926,Pepe Castaño,19,https://cdn.sofifa.org/players/4/19/246926.png,Spain,https://cdn.sofifa.org/flags/45.png,63,73,Villarreal CF,https://cdn.sofifa.org/teams/2/light/483.png,€500K,€2K,1562,CB
4165,4165,242629,João Moutinho,20,https://cdn.sofifa.org/players/4/19/242629.png,Portugal,https://cdn.sofifa.org/flags/38.png,64,78,Orlando City SC,https://cdn.sofifa.org/teams/2/light/112606.png,€900K,€1K,1497,LB|CB
4166,4166,245157,Stoichkov,24,https://cdn.sofifa.org/players/4/19/245157.png,Spain,https://cdn.sofifa.org/flags/45.png,65,70,RCD Mallorca,https://cdn.sofifa.org/teams/2/light/453.png,€725K,€2K,1703,CAM|RM|ST
4167,4167,243662,Kalindi,24,https://cdn.sofifa.org/players/4/19/243662.png,Brazil,https://cdn.sofifa.org/flags/54.png,70,73,CD Nacional,https://cdn.sofifa.org/teams/2/light/1891.png,€1.9M,€5K,1824,RB
4168,4168,245470,K. Broda,16,https://cdn.sofifa.org/players/4/19/245470.png,Poland,https://cdn.sofifa.org/flags/37.png,53,71,Wisła Kraków,https://cdn.sofifa.org/teams/2/light/1873.png,€100K,€1K,784,GK
4169,4169,242611,K. Kristinsson,19,https://cdn.sofifa.org/players/4/19/242611.png,Iceland,https://cdn.sofifa.org/flags/24.png,62,75,Willem II,https://cdn.sofifa.org/teams/2/light/1907.png,€575K,€1K,1575,LW|ST
4170,4170,244216,L. Gibbens,17,https://cdn.sofifa.org/players/4/19/244216.png,England,https://cdn.sofifa.org/flags/14.png,56,71,Mansfield Town,https://cdn.sofifa.org/teams/2/light/1940.png,€160K,€1K,1334,CB
4171,4171,241829,Lucas,21,https://cdn.sofifa.org/players/4/19/241829.png,Brazil,https://cdn.sofifa.org/flags/54.png,66,76,SC Braga,https://cdn.sofifa.org/teams/2/light/1896.png,€925K,€3K,1445,CB
4172,4172,243314,L. Quezada,22,https://cdn.sofifa.org/players/4/19/243314.png,Dominican Republic,https://cdn.sofifa.org/flags/207.png,64,73,Córdoba CF,https://cdn.sofifa.org/teams/2/light/1867.png,€600K,€2K,1725,LB
4173,4173,243533,M. Hamdy,23,https://cdn.sofifa.org/players/4/19/243533.png,Egypt,https://cdn.sofifa.org/flags/111.png,69,77,,https://cdn.sofifa.org/flags/111.png,€0,€0,1588,CB
4174,4174,242263,M. Amundsen,20,https://cdn.sofifa.org/players/4/19/242263.png,Denmark,https://cdn.sofifa.org/flags/13.png,62,74,Vejle Boldklub,https://cdn.sofifa.org/teams/2/light/822.png,€475K,€1K,1622,LB
4175,4175,244390,M. Bülter,25,https://cdn.sofifa.org/players/4/19/244390.png,Germany,https://cdn.sofifa.org/flags/21.png,67,68,1. FC Magdeburg,https://cdn.sofifa.org/teams/2/light/110588.png,€900K,€5K,1688,RM|RB|LW|CF
4176,4176,244685,M. Mouandilmadji,20,https://cdn.sofifa.org/players/4/19/244685.png,Chad,https://cdn.sofifa.org/flags/106.png,67,78,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,€1.3M,€4K,1551,ST
4177,4177,244249,M. Vroman,16,https://cdn.sofifa.org/players/4/19/244249.png,France,https://cdn.sofifa.org/flags/18.png,59,77,Royal Excel Mouscron,https://cdn.sofifa.org/teams/2/light/111560.png,€300K,€1K,1442,LW|RW|ST
4178,4178,242454,M. Čović,20,https://cdn.sofifa.org/players/4/19/242454.png,Germany,https://cdn.sofifa.org/flags/21.png,59,73,Hertha BSC,https://cdn.sofifa.org/teams/2/light/166.png,€350K,€3K,1428,RM|LM|RB
4179,4179,240987,M. Cooper,18,https://cdn.sofifa.org/players/4/19/240987.png,England,https://cdn.sofifa.org/flags/14.png,58,76,Plymouth Argyle,https://cdn.sofifa.org/teams/2/light/1929.png,€210K,€1K,877,GK
4180,4180,243960,M. Broschinski,17,https://cdn.sofifa.org/players/4/19/243960.png,Germany,https://cdn.sofifa.org/flags/21.png,58,71,FC Energie Cottbus,https://cdn.sofifa.org/teams/2/light/162.png,€220K,€1K,1387,ST
4181,4181,244042,M. Djitté,18,https://cdn.sofifa.org/players/4/19/244042.png,Senegal,https://cdn.sofifa.org/flags/136.png,57,77,FC Sion,https://cdn.sofifa.org/teams/2/light/110770.png,€220K,€2K,1460,ST
4182,4182,247870,N. Umyarov,18,https://cdn.sofifa.org/players/4/19/247870.png,Russia,https://cdn.sofifa.org/flags/40.png,61,79,Spartak Moscow,https://cdn.sofifa.org/teams/2/light/100767.png,€525K,€1K,1601,CM
4183,4183,244881,N. Tiknizyan,19,https://cdn.sofifa.org/players/4/19/244881.png,Russia,https://cdn.sofifa.org/flags/40.png,62,75,PFC CSKA Moscow,https://cdn.sofifa.org/teams/2/light/315.png,€575K,€1K,1502,LM|LB
4184,4184,241075,P. Smyth,20,https://cdn.sofifa.org/players/4/19/241075.png,Northern Ireland,https://cdn.sofifa.org/flags/35.png,61,75,Accrington Stanley,https://cdn.sofifa.org/teams/2/light/110313.png,€550K,€1K,1547,RM|ST|On Loan
4185,4185,245731,P. Campos,18,https://cdn.sofifa.org/players/4/19/245731.png,Chile,https://cdn.sofifa.org/flags/55.png,57,78,Club Necaxa,https://cdn.sofifa.org/teams/2/light/101121.png,€230K,€1K,1441,RW
4186,4186,247658,R. Hajal,16,https://cdn.sofifa.org/players/4/19/247658.png,Sweden,https://cdn.sofifa.org/flags/46.png,61,79,SC Heerenveen,https://cdn.sofifa.org/teams/2/light/1913.png,€500K,€1K,1541,CAM
4187,4187,240921,R. Hernández,20,https://cdn.sofifa.org/players/4/19/240921.png,Venezuela,https://cdn.sofifa.org/flags/61.png,62,74,Stabæk Fotball,https://cdn.sofifa.org/teams/2/light/917.png,€475K,€1K,1562,RB
4188,4188,247882,R. Cordano,19,https://cdn.sofifa.org/players/4/19/247882.png,Bolivia,https://cdn.sofifa.org/flags/53.png,68,76,,https://cdn.sofifa.org/flags/53.png,€0,€0,943,GK
4189,4189,243278,R. Cassidy,17,https://cdn.sofifa.org/players/4/19/243278.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,56,76,Watford,https://cdn.sofifa.org/teams/2/light/1795.png,€180K,€4K,1394,ST
